neck_x,neck_y,left_foot_x,left_foot_y,left_elbow_x,left_elbow_y,left_hip_x,left_hip_y,right_hip_x,right_hip_y,left_knee_x,left_knee_y,waist_x,waist_y,left_shoulder_x,left_shoulder_y,right_foot_x,right_foot_y,right_elbow_x,right_elbow_y,right_hand_x,right_hand_y,right_knee_x,right_knee_y,right_shoulder_x,right_shoulder_y,left_hand_x,left_hand_y
36.98019802,517.7227723,-34.0,-218.0,-100.0,313.0,-104.0,188.5,115.5,176.0,-52.0,-60.0,20.5,253.5,-95.0,537.0,4.0,-306.0,192.0,301.0,200.0,161.0,45.0,-65.0,198.0,505.0,-119.5,144.0
35.1980198,505.24752479999995,-30.0,-202.0,-98.0,311.0,-101.5,181.0,110.0,177.0,-44.0,-64.0,14.0,249.5,-98.0,521.0,-2.0,-304.0,184.0,295.0,190.0,155.0,38.0,-59.0,195.0,500.0,-117.0,142.5
33.41584158,489.20792080000007,-22.0,-194.0,-102.0,307.0,-100.5,179.0,105.0,177.5,-38.0,-56.0,7.0,247.5,-97.0,513.0,-10.0,-286.0,176.0,295.0,182.0,147.0,39.0,-49.0,185.0,486.0,-119.0,140.5
28.06930693,492.77227719999996,-18.0,-192.0,-106.0,301.0,-94.0,188.0,100.5,182.0,-40.0,-44.0,1.0,248.5,-102.0,505.0,-2.0,-270.0,160.0,295.0,174.0,139.0,40.0,-45.0,178.0,483.0,-123.0,149.0
19.15841584,490.09900989999994,-18.0,-184.0,-111.0,308.0,-99.0,195.5,95.0,184.0,-50.0,-32.0,-1.0,253.5,-103.0,508.0,8.0,-244.0,152.0,301.0,168.0,139.0,46.0,-35.0,166.0,480.0,-123.5,157.0
15.59405941,492.77227719999996,-18.0,-184.0,-114.0,312.0,-101.5,202.0,91.0,188.5,-50.0,-20.0,-3.0,262.5,-106.0,515.0,22.0,-204.0,137.0,309.0,154.0,144.0,51.0,-27.0,160.0,479.0,-125.0,173.5
7.574257426,501.68316830000003,-22.0,-186.0,-120.0,319.0,-102.0,212.5,85.0,184.5,-54.0,-18.0,-9.0,270.0,-104.0,515.0,20.0,-158.0,131.0,319.0,150.0,148.0,57.0,-13.0,155.0,483.0,-128.0,181.0
8.465346535,501.68316830000003,-20.0,-178.0,-125.0,325.0,-100.0,218.0,74.0,196.5,-54.0,-16.0,-9.5,274.5,-106.0,511.0,12.0,-138.0,119.0,325.0,144.0,158.0,53.0,5.0,145.0,487.0,-130.5,195.0
6.683168317000001,507.9207921,-20.0,-182.0,-128.0,333.0,-101.0,222.0,71.5,204.0,-52.0,-16.0,-8.5,279.5,-106.0,518.0,20.0,-122.0,115.0,336.0,128.0,167.0,49.0,24.0,142.0,492.0,-132.0,204.5
6.683168317000001,503.4653465,-14.0,-176.0,-127.0,336.0,-97.0,230.0,75.0,210.5,-50.0,-8.0,-6.0,283.0,-103.0,519.0,16.0,-128.0,107.0,341.0,126.0,169.0,41.0,41.0,139.0,491.0,-132.0,216.0
7.574257426,499.90099010000006,-14.0,-174.0,-132.0,337.0,-93.0,229.0,73.0,208.5,-44.0,-8.0,-8.0,283.0,-100.0,515.0,8.0,-132.0,112.0,338.0,122.0,165.0,39.0,44.0,140.0,491.0,-125.0,218.5
6.683168317000001,496.33663370000005,-14.0,-176.0,-127.0,331.0,-89.0,231.0,75.0,203.0,-38.0,-2.0,-7.0,282.5,-100.0,509.0,12.0,-118.0,112.0,335.0,114.0,166.0,40.0,39.0,136.0,478.0,-122.0,218.0
10.24752475,487.4257426,-14.0,-174.0,-124.0,327.0,-87.5,230.0,74.0,200.5,-42.0,8.0,-4.0,279.5,-97.0,499.0,14.0,-110.0,110.0,329.0,120.0,165.0,38.0,28.0,138.0,472.0,-116.5,216.0
10.24752475,476.7326733,-18.0,-162.0,-116.0,319.0,-86.5,227.5,75.5,198.5,-40.0,8.0,-3.0,271.5,-89.0,487.0,10.0,-98.0,113.0,321.0,116.0,159.0,36.0,31.0,138.0,457.0,-115.0,209.0
16.48514851,471.3861386,-12.0,-144.0,-112.0,315.0,-81.0,227.0,76.0,198.0,-38.0,8.0,3.0,266.5,-80.0,481.0,14.0,-94.0,116.0,311.0,125.0,161.0,36.0,39.0,143.0,455.0,-109.0,203.0
23.61386139,465.1485149,-22.0,-134.0,-104.0,312.0,-74.0,227.5,75.0,202.0,-34.0,24.0,6.0,267.5,-80.0,481.0,14.0,-94.0,118.0,309.0,129.0,163.0,40.0,45.0,142.12871289999998,451.7821782,-105.5,202.0
22.72277228,468.7128713,-30.0,-102.0,-92.0,322.0,-69.0,227.5,81.5,210.0,-44.0,36.0,8.5,272.5,-76.0,482.0,14.0,-94.0,125.0,313.0,133.0,177.0,42.0,55.0,143.9108911,452.6732673,-99.0,204.5
28.96039604,468.7128713,-22.0,-80.0,-84.0,322.0,-60.0,231.5,87.0,214.5,-44.0,48.0,14.5,278.0,-70.0,480.0,6.0,-94.0,131.0,317.0,142.0,187.0,45.0,59.0,145.69306930000002,459.8019802,-87.5,209.5
32.52475248,473.16831680000007,-24.0,-54.0,-70.0,331.0,-56.5,237.5,86.0,222.5,-36.0,64.0,20.0,285.0,-64.0,485.0,12.0,-92.0,140.0,321.0,146.0,205.0,45.0,62.0,147.47524750000002,464.2574257,-84.5,210.5
36.98019802,474.95049500000005,-24.0,-40.0,-68.0,334.0,-60.0,243.5,84.0,232.0,-38.0,78.0,22.0,289.5,-56.0,487.0,16.0,-96.0,145.0,328.0,152.0,217.0,47.0,59.0,145.69306930000002,468.7128713,-80.0,214.5
