neck_x,neck_y,left_foot_x,left_foot_y,left_elbow_x,left_elbow_y,left_hip_x,left_hip_y,right_hip_x,right_hip_y,left_knee_x,left_knee_y,waist_x,waist_y,left_shoulder_x,left_shoulder_y,right_foot_x,right_foot_y,right_elbow_x,right_elbow_y,right_hand_x,right_hand_y,right_knee_x,right_knee_y,right_shoulder_x,right_shoulder_y,left_hand_x,left_hand_y
-421.0,351.0,-457.0,-397.0,-570.0,135.0,-559.0,31.0,-329.0,14.0,-506.0,-226.0,-423.0,120.0,-563.0,349.0,-378.0,-480.0,-283.0,138.0,-275.0,-62.0,-373.0,-242.0,-287.0,319.0,-588.0,-49.0
-435.0,359.0,-459.0,-397.0,-579.0,145.0,-559.0,43.0,-331.0,22.0,-508.0,-226.0,-432.0,127.0,-573.0,359.0,-375.0,-460.0,-283.0,138.0,-284.0,-36.0,-374.0,-227.0,-292.0,338.0,-591.0,-30.0
-443.0,373.0,-455.0,-401.0,-588.0,160.0,-565.0,51.0,-338.0,40.0,-507.0,-223.0,-445.0,142.0,-581.0,371.0,-373.0,-428.0,-299.0,171.0,-290.0,-30.0,-373.0,-212.0,-301.0,353.0,-595.0,-21.0
-451.0,387.0,-453.0,-401.0,-600.0,166.0,-567.0,63.0,-342.0,50.0,-506.0,-213.0,-449.0,154.0,-589.0,380.0,-377.0,-395.0,-309.0,184.0,-288.0,-17.0,-371.0,-198.0,-310.0,367.0,-605.0,-1.0
-459.0,389.0,-454.0,-405.0,-609.0,174.0,-565.0,65.0,-351.0,60.0,-503.0,-211.0,-457.0,159.0,-593.0,387.0,-388.0,-362.0,-320.0,196.0,-284.0,-5.0,-378.0,-184.0,-313.0,375.0,-605.0,-2.0
-469.0,397.0,-453.0,-410.0,-617.0,183.0,-570.0,76.0,-357.0,71.0,-499.0,-210.0,-465.0,171.0,-596.0,390.0,-395.0,-322.0,-321.0,204.0,-285.0,0.0,-376.0,-160.0,-317.0,380.0,-605.0,6.0
-471.0,399.0,-456.0,-409.0,-614.0,181.0,-569.0,80.0,-355.0,74.0,-498.0,-205.0,-471.0,175.0,-603.0,393.0,-405.0,-277.0,-321.0,209.0,-285.0,8.0,-377.0,-152.0,-322.0,387.0,-613.0,6.0
-478.0,401.0,-453.0,-402.0,-614.0,178.0,-565.0,85.0,-356.0,78.0,-492.0,-202.0,-472.0,181.0,-603.0,389.0,-413.0,-261.0,-322.0,212.0,-285.0,14.0,-379.0,-130.0,-327.0,391.0,-613.0,15.0
-478.0,401.0,-454.0,-407.0,-616.0,173.0,-563.0,80.0,-351.0,77.0,-491.0,-197.0,-475.0,179.0,-603.0,386.0,-417.0,-252.0,-322.0,212.0,-283.0,17.0,-379.0,-120.0,-328.0,388.0,-609.0,12.0
-476.0,393.0,-454.0,-407.0,-609.0,167.0,-559.0,81.0,-349.0,79.0,-494.0,-201.0,-469.0,170.0,-601.0,380.0,-417.0,-259.0,-325.0,208.0,-282.0,14.0,-379.0,-117.0,-331.0,382.0,-599.0,7.0
-475.0,390.0,-454.0,-407.0,-604.0,165.0,-559.0,79.0,-351.0,74.0,-493.0,-198.0,-470.0,166.0,-598.0,373.0,-412.0,-282.0,-325.0,207.0,-290.0,13.0,-387.0,-114.0,-329.0,372.0,-591.0,4.0
-473.0,387.0,-454.0,-407.0,-598.0,165.0,-553.0,74.0,-351.0,66.0,-484.0,-199.0,-465.0,159.0,-597.0,371.0,-413.0,-310.0,-324.0,200.0,-282.0,3.0,-385.0,-130.0,-329.0,369.0,-583.0,-3.0
-466.0,376.0,-451.0,-402.0,-594.0,159.0,-551.0,71.0,-346.0,64.0,-485.0,-199.0,-466.0,155.0,-589.0,363.0,-410.0,-308.0,-323.0,197.0,-290.0,-3.0,-382.0,-136.0,-324.0,363.0,-576.0,-5.0
-464.0,374.0,-447.0,-399.0,-590.0,161.0,-547.0,71.0,-351.0,66.0,-485.0,-194.0,-463.0,158.0,-584.0,361.0,-415.0,-308.0,-322.0,192.0,-285.0,-4.0,-385.0,-140.0,-321.0,356.0,-573.0,-1.0
-457.0,375.0,-446.0,-390.0,-573.0,163.0,-543.0,76.0,-343.0,68.0,-479.0,-184.0,-455.0,160.0,-576.0,365.0,-415.0,-312.0,-317.0,194.0,-290.0,2.0,-384.0,-141.0,-317.0,356.0,-571.0,6.0
-448.0,385.0,-449.0,-376.0,-570.0,184.0,-541.0,87.0,-344.0,78.0,-480.0,-173.0,-449.0,173.0,-566.0,377.0,-411.0,-315.0,-315.0,199.0,-288.0,15.0,-388.0,-138.0,-309.0,363.0,-570.0,21.0
-439.0,401.0,-455.0,-353.0,-566.0,199.0,-541.0,103.0,-345.0,95.0,-485.0,-151.0,-445.0,186.0,-562.0,389.0,-407.0,-317.0,-310.0,218.0,-290.0,29.0,-381.0,-134.0,-304.0,371.0,-575.0,37.0
-433.0,409.0,-457.0,-323.0,-561.0,219.0,-532.0,119.0,-344.0,104.0,-493.0,-138.0,-437.0,199.0,-555.0,405.0,-410.0,-317.0,-302.0,228.0,-286.0,35.0,-381.0,-130.0,-298.0,385.0,-573.0,57.0
-428.0,416.0,-460.0,-284.0,-560.0,233.0,-534.0,129.0,-344.0,113.0,-499.0,-123.0,-431.0,209.0,-548.0,415.0,-405.0,-321.0,-292.0,238.0,-284.0,49.0,-381.0,-126.0,-289.0,395.0,-571.0,75.0
-419.0,425.0,-461.0,-248.0,-552.0,238.0,-534.0,141.0,-345.0,124.0,-503.0,-103.0,-425.0,222.0,-541.0,423.0,-410.0,-309.0,-283.0,242.0,-282.0,56.0,-380.0,-122.0,-285.0,399.0,-571.0,80.0
-417.0,424.0,-455.0,-221.0,-546.0,243.0,-539.0,148.0,-344.0,122.0,-508.0,-95.0,-423.0,223.0,-532.0,425.0,-407.0,-323.0,-283.0,242.0,-280.0,58.0,-385.0,-120.0,-283.0,395.0,-564.0,81.0
-411.0,415.0,-461.0,-202.0,-545.0,235.0,-538.0,142.0,-347.0,124.0,-507.0,-81.0,-415.0,223.0,-529.0,416.0,-409.0,-325.0,-274.0,234.0,-283.0,53.0,-382.0,-116.0,-279.0,390.0,-563.0,81.0
-411.0,411.0,-457.0,-193.0,-540.0,234.0,-537.0,135.0,-347.0,118.0,-509.0,-80.0,-418.0,217.0,-527.0,409.0,-410.0,-321.0,-278.0,228.0,-282.0,51.0,-385.0,-116.0,-282.0,384.0,-560.0,70.0
-413.0,398.0,-459.0,-205.0,-534.0,229.0,-537.0,135.0,-349.0,112.0,-507.0,-74.0,-421.0,206.0,-529.0,402.0,-413.0,-323.0,-282.0,221.0,-287.0,43.0,-387.0,-123.0,-285.0,375.0,-557.0,66.0
-417.0,393.0,-459.0,-223.0,-540.0,215.0,-538.0,127.0,-355.0,108.0,-505.0,-86.0,-429.0,202.0,-535.0,393.0,-411.0,-326.0,-288.0,212.0,-293.0,38.0,-389.0,-118.0,-291.0,365.0,-551.0,61.0
-421.0,383.0,-473.0,-240.0,-540.0,207.0,-539.0,122.0,-352.0,104.0,-505.0,-90.0,-432.0,195.0,-535.0,389.0,-415.0,-325.0,-294.0,206.0,-292.0,31.0,-391.0,-125.0,-296.0,359.0,-555.0,51.0
-426.0,376.0,-470.0,-249.0,-540.0,203.0,-545.0,115.0,-358.0,102.0,-509.0,-106.0,-434.0,190.0,-539.0,376.0,-416.0,-328.0,-300.0,201.0,-302.0,26.0,-393.0,-128.0,-301.0,348.0,-558.0,47.0
-437.0,363.0,-471.0,-247.0,-545.0,193.0,-549.0,104.0,-367.0,91.0,-507.0,-109.0,-443.0,180.0,-544.0,365.0,-413.0,-319.0,-308.0,194.0,-300.0,31.0,-401.0,-126.0,-310.0,341.0,-562.0,42.0
-442.0,364.0,-465.0,-255.0,-551.0,189.0,-556.0,103.0,-371.0,86.0,-511.0,-113.0,-449.0,177.0,-551.0,361.0,-413.0,-315.0,-317.0,199.0,-308.0,25.0,-401.0,-126.0,-319.0,341.0,-563.0,40.0
-450.0,367.0,-467.0,-259.0,-559.0,193.0,-561.0,107.0,-371.0,98.0,-515.0,-112.0,-452.0,189.0,-563.0,365.0,-415.0,-303.0,-330.0,208.0,-310.0,32.0,-407.0,-116.0,-329.0,348.0,-571.0,41.0
-459.0,373.0,-467.0,-261.0,-569.0,201.0,-559.0,114.0,-379.0,112.0,-509.0,-112.0,-459.0,193.0,-569.0,372.0,-407.0,-285.0,-335.0,220.0,-315.0,43.0,-404.0,-111.0,-337.0,358.0,-576.0,49.0
-468.0,384.0,-468.0,-260.0,-576.0,204.0,-564.0,126.0,-383.0,116.0,-506.0,-109.0,-461.0,203.0,-573.0,375.0,-410.0,-269.0,-345.0,231.0,-323.0,55.0,-400.0,-101.0,-342.0,365.0,-587.0,54.0
-474.0,393.0,-468.0,-253.0,-593.0,205.0,-564.0,127.0,-387.0,119.0,-505.0,-112.0,-467.0,209.0,-576.0,379.0,-417.0,-240.0,-349.0,242.0,-330.0,67.0,-401.0,-96.0,-353.0,379.0,-588.0,66.0
-481.0,395.0,-467.0,-264.0,-598.0,209.0,-565.0,133.0,-391.0,123.0,-505.0,-106.0,-474.0,213.0,-584.0,383.0,-425.0,-209.0,-354.0,248.0,-330.0,80.0,-401.0,-80.0,-355.0,383.0,-598.0,62.0
-489.0,393.0,-472.0,-261.0,-605.0,205.0,-563.0,136.0,-392.0,131.0,-504.0,-99.0,-477.0,214.0,-585.0,383.0,-431.0,-181.0,-357.0,252.0,-335.0,77.0,-407.0,-67.0,-359.0,388.0,-597.0,70.0
-487.0,398.0,-464.0,-265.0,-606.0,206.0,-565.0,134.0,-391.0,133.0,-502.0,-98.0,-484.0,219.0,-589.0,383.0,-433.0,-160.0,-360.0,253.0,-333.0,88.0,-406.0,-55.0,-359.0,388.0,-599.0,67.0
-487.0,398.0,-466.0,-267.0,-606.0,205.0,-564.0,140.0,-393.0,132.0,-503.0,-97.0,-481.0,222.0,-589.0,383.0,-432.0,-148.0,-360.0,253.0,-333.0,81.0,-403.0,-45.0,-359.0,388.0,-595.0,63.0
-488.0,390.0,-463.0,-263.0,-601.0,199.0,-563.0,131.0,-389.0,132.0,-502.0,-98.0,-486.0,217.0,-591.0,373.0,-431.0,-148.0,-365.0,250.0,-334.0,81.0,-403.0,-32.0,-367.0,385.0,-593.0,68.0
-488.0,390.0,-464.0,-264.0,-595.0,197.0,-559.0,137.0,-391.0,128.0,-499.0,-97.0,-488.0,213.0,-591.0,373.0,-428.0,-162.0,-365.0,250.0,-339.0,81.0,-405.0,-31.0,-367.0,385.0,-585.0,62.0
-488.0,390.0,-464.0,-267.0,-594.0,193.0,-557.0,129.0,-392.0,130.0,-495.0,-92.0,-485.0,207.0,-587.0,373.0,-422.0,-181.0,-362.0,243.0,-330.0,74.0,-405.0,-34.0,-367.0,377.0,-575.0,62.0
-484.0,381.0,-465.0,-263.0,-588.0,195.0,-555.0,131.0,-388.0,124.0,-495.0,-93.0,-481.0,199.0,-582.0,367.0,-424.0,-191.0,-362.0,239.0,-332.0,72.0,-408.0,-42.0,-363.0,375.0,-567.0,62.0
-480.0,381.0,-461.0,-259.0,-584.0,194.0,-549.0,129.0,-390.0,118.0,-492.0,-89.0,-481.0,201.0,-579.0,366.0,-423.0,-199.0,-357.0,235.0,-332.0,70.0,-403.0,-53.0,-356.0,369.0,-563.0,58.0
-470.0,379.0,-458.0,-252.0,-580.0,194.0,-545.0,134.0,-378.0,124.0,-489.0,-87.0,-472.0,197.0,-571.0,366.0,-421.0,-203.0,-355.0,235.0,-328.0,69.0,-403.0,-51.0,-350.0,365.0,-561.0,60.0
-467.0,383.0,-463.0,-245.0,-571.0,203.0,-541.0,140.0,-375.0,132.0,-487.0,-70.0,-466.0,200.0,-566.0,373.0,-419.0,-199.0,-351.0,238.0,-326.0,72.0,-404.0,-52.0,-345.0,371.0,-558.0,68.0
-455.0,393.0,-463.0,-231.0,-562.0,217.0,-535.0,149.0,-369.0,138.0,-484.0,-64.0,-463.0,214.0,-558.0,384.0,-425.0,-195.0,-346.0,244.0,-323.0,80.0,-405.0,-47.0,-340.0,374.0,-553.0,84.0
-448.0,402.0,-463.0,-217.0,-558.0,230.0,-529.0,163.0,-371.0,152.0,-481.0,-54.0,-456.0,225.0,-547.0,401.0,-421.0,-195.0,-338.0,252.0,-320.0,95.0,-400.0,-46.0,-334.0,382.0,-555.0,100.0
