neck_x,neck_y,left_foot_x,left_foot_y,left_elbow_x,left_elbow_y,left_hip_x,left_hip_y,right_hip_x,right_hip_y,left_knee_x,left_knee_y,waist_x,waist_y,left_shoulder_x,left_shoulder_y,right_foot_x,right_foot_y,right_elbow_x,right_elbow_y,right_hand_x,right_hand_y,right_knee_x,right_knee_y,right_shoulder_x,right_shoulder_y,left_hand_x,left_hand_y
264.0,160.0,185.0,-732.0,70.0,-121.0,97.0,-261.0,318.0,-256.0,189.0,-539.0,226.0,-189.0,100.0,121.0,281.0,-883.0,384.0,-164.0,390.0,-374.0,264.0,-598.0,396.0,97.0,48.0,-332.0
264.0,171.0,185.0,-732.0,68.0,-113.0,85.0,-247.0,310.0,-243.0,183.0,-540.0,216.0,-180.0,94.0,127.0,282.0,-874.0,377.0,-160.0,386.0,-364.0,260.0,-585.0,392.0,101.0,42.0,-318.0
252.0,174.0,177.0,-732.0,64.0,-99.0,85.0,-241.0,309.0,-230.0,177.0,-536.0,214.0,-158.0,90.0,141.0,283.0,-851.0,374.0,-131.0,382.0,-342.0,260.0,-572.0,386.0,115.0,40.0,-309.0
252.0,191.0,177.0,-732.0,62.0,-83.0,85.0,-225.0,306.0,-215.0,169.0,-529.0,208.0,-146.0,87.0,150.0,284.0,-832.0,365.0,-115.0,380.0,-328.0,257.0,-555.0,382.0,134.0,34.0,-294.0
240.0,201.0,177.0,-732.0,58.0,-72.0,85.0,-213.0,303.0,-201.0,178.0,-533.0,206.0,-136.0,84.0,165.0,286.0,-803.0,361.0,-101.0,378.0,-312.0,257.0,-540.0,371.0,145.0,29.0,-274.0
240.0,215.0,177.0,-732.0,46.0,-60.0,85.0,-209.0,298.0,-194.0,177.0,-529.0,202.0,-127.0,80.0,176.0,285.0,-775.0,358.0,-88.0,377.0,-294.0,258.0,-525.0,368.0,157.0,19.0,-264.0
236.0,222.0,177.0,-732.0,43.0,-53.0,85.0,-201.0,297.0,-185.0,175.0,-527.0,203.0,-120.0,71.0,183.0,278.0,-735.0,353.0,-77.0,372.0,-286.0,249.0,-509.0,366.0,165.0,19.0,-257.0
229.0,229.0,177.0,-732.0,32.0,-49.0,85.0,-197.0,295.0,-183.0,171.0,-523.0,200.0,-115.0,71.0,189.0,271.0,-693.0,344.0,-74.0,370.0,-275.0,247.0,-500.0,362.0,175.0,12.0,-251.0
228.0,228.0,175.0,-731.0,27.0,-46.0,87.0,-193.0,298.0,-180.0,169.0,-517.0,198.0,-107.0,68.0,195.0,268.0,-654.0,342.0,-72.0,370.0,-276.0,244.0,-483.0,354.0,177.0,13.0,-247.0
223.0,233.0,175.0,-731.0,23.0,-44.0,87.0,-193.0,299.0,-175.0,169.0,-517.0,200.0,-107.0,66.0,198.0,275.0,-630.0,338.0,-73.0,368.0,-271.0,244.0,-475.0,348.0,181.0,13.0,-242.0
218.0,234.0,173.0,-729.0,24.0,-50.0,87.0,-193.0,298.0,-179.0,167.0,-516.0,198.0,-106.0,65.0,195.0,276.0,-607.0,338.0,-68.0,364.0,-267.0,243.0,-459.0,347.0,184.0,8.0,-241.0
220.0,236.0,173.0,-729.0,21.0,-51.0,87.0,-193.0,302.0,-173.0,162.0,-511.0,202.0,-98.0,65.0,196.0,276.0,-600.0,333.0,-75.0,362.0,-268.0,239.0,-448.0,346.0,179.0,14.0,-245.0
217.0,230.0,171.0,-729.0,23.0,-55.0,94.0,-190.0,302.0,-176.0,168.0,-515.0,200.0,-96.0,65.0,187.0,271.0,-599.0,332.0,-73.0,358.0,-270.0,241.0,-441.0,345.0,180.0,19.0,-250.0
216.0,227.0,171.0,-729.0,26.0,-56.0,94.0,-190.0,306.0,-174.0,167.0,-511.0,205.0,-97.0,63.0,185.0,265.0,-599.0,332.0,-76.0,361.0,-265.0,243.0,-429.0,344.0,175.0,27.0,-251.0
215.0,222.0,171.0,-729.0,28.0,-65.0,95.0,-192.0,307.0,-177.0,168.0,-508.0,204.0,-101.0,64.0,179.0,255.0,-606.0,330.0,-73.0,360.0,-269.0,245.0,-421.0,343.0,174.0,24.0,-254.0
217.0,215.0,171.0,-729.0,33.0,-65.0,101.0,-195.0,307.0,-178.0,168.0,-508.0,208.0,-100.0,66.0,177.0,253.0,-610.0,331.0,-82.0,360.0,-272.0,246.0,-418.0,342.0,167.0,32.0,-256.0
222.0,210.0,171.0,-726.0,36.0,-71.0,99.0,-192.0,308.0,-181.0,168.0,-508.0,208.0,-107.0,65.0,163.0,255.0,-635.0,326.0,-81.0,366.0,-276.0,254.0,-418.0,339.0,163.0,39.0,-259.0
219.0,203.0,171.0,-726.0,43.0,-73.0,102.0,-201.0,311.0,-188.0,169.0,-508.0,212.0,-108.0,71.0,161.0,255.0,-633.0,333.0,-81.0,367.0,-277.0,255.0,-432.0,344.0,155.0,45.0,-264.0
222.0,198.0,171.0,-720.0,50.0,-73.0,107.0,-201.0,311.0,-185.0,172.0,-505.0,216.0,-112.0,73.0,153.0,255.0,-633.0,336.0,-87.0,368.0,-277.0,255.0,-432.0,344.0,145.0,48.0,-264.0
228.0,192.0,171.0,-708.0,58.0,-74.0,108.0,-200.0,316.0,-187.0,172.0,-505.0,216.0,-112.0,78.0,151.0,255.0,-633.0,336.0,-91.0,371.0,-279.0,256.0,-436.0,346.0,141.0,52.0,-263.0
236.0,193.0,171.0,-697.0,57.0,-70.0,110.0,-195.0,322.0,-182.0,176.0,-495.0,222.0,-108.0,89.0,151.0,255.0,-633.0,332.0,-90.0,372.0,-273.0,257.0,-436.0,352.0,147.0,50.0,-257.0
239.0,201.0,168.0,-687.0,65.0,-59.0,114.0,-186.0,323.0,-174.0,177.0,-483.0,230.0,-98.0,92.0,164.0,255.0,-634.0,338.0,-78.0,374.0,-261.0,258.0,-431.0,352.0,145.0,53.0,-247.0
242.0,206.0,169.0,-669.0,74.0,-46.0,121.0,-174.0,327.0,-161.0,182.0,-469.0,230.0,-92.0,94.0,165.0,255.0,-634.0,338.0,-61.0,378.0,-254.0,258.0,-429.0,358.0,153.0,58.0,-227.0
244.0,216.0,172.0,-650.0,75.0,-38.0,124.0,-162.0,327.0,-151.0,186.0,-458.0,234.0,-82.0,96.0,179.0,255.0,-634.0,343.0,-57.0,380.0,-240.0,258.0,-427.0,358.0,166.0,62.0,-219.0
246.0,226.0,177.0,-628.0,78.0,-21.0,131.0,-153.0,332.0,-133.0,192.0,-446.0,242.0,-64.0,108.0,193.0,255.0,-634.0,350.0,-43.0,385.0,-226.0,259.0,-421.0,364.0,174.0,64.0,-207.0
250.0,236.0,183.0,-606.0,81.0,-13.0,135.0,-137.0,333.0,-125.0,194.0,-427.0,240.0,-57.0,102.0,199.0,255.0,-634.0,358.0,-36.0,390.0,-216.0,261.0,-413.0,364.0,187.0,62.0,-197.0
