neck_x,neck_y,left_foot_x,left_foot_y,left_elbow_x,left_elbow_y,left_hip_x,left_hip_y,right_hip_x,right_hip_y,left_knee_x,left_knee_y,waist_x,waist_y,left_shoulder_x,left_shoulder_y,right_foot_x,right_foot_y,right_elbow_x,right_elbow_y,right_hand_x,right_hand_y,right_knee_x,right_knee_y,right_shoulder_x,right_shoulder_y,left_hand_x,left_hand_y
-460.0,423.0,-461.0,-628.0,-655.0,145.0,-531.0,-18.0,-306.0,-26.0,-510.0,-367.0,-451.0,104.0,-634.0,353.0,-377.0,-427.0,-269.0,181.0,-232.0,-48.0,-308.0,-286.0,-316.0,406.0,-651.0,-56.0
-462.0,421.0,-459.0,-632.0,-652.0,149.0,-526.0,-15.0,-306.0,-21.0,-507.0,-367.0,-451.0,103.0,-632.0,354.0,-377.0,-399.0,-273.0,185.0,-236.0,-41.0,-311.0,-264.0,-318.0,403.0,-650.0,-54.0
-461.0,419.0,-458.0,-639.0,-652.0,145.0,-521.0,-12.0,-298.0,-17.0,-501.0,-367.0,-450.0,103.0,-635.0,347.0,-379.0,-396.0,-275.0,179.0,-236.0,-42.0,-314.0,-243.0,-320.0,400.0,-649.0,-53.0
-459.0,408.0,-456.0,-642.0,-652.0,136.0,-520.0,-25.0,-300.0,-28.0,-496.0,-371.0,-448.0,97.0,-630.0,338.0,-384.0,-410.0,-276.0,173.0,-242.0,-48.0,-312.0,-247.0,-319.0,387.0,-648.0,-59.0
-454.0,395.0,-456.0,-647.0,-646.0,130.0,-514.0,-28.0,-297.0,-32.0,-495.0,-375.0,-442.0,86.0,-630.0,329.0,-392.0,-434.0,-278.0,160.0,-244.0,-59.0,-317.0,-254.0,-318.0,376.0,-644.0,-65.0
-452.0,387.0,-456.0,-648.0,-642.0,125.0,-510.0,-32.0,-300.0,-36.0,-491.0,-376.0,-439.0,81.0,-621.0,321.0,-398.0,-453.0,-275.0,154.0,-242.0,-65.0,-317.0,-262.0,-314.0,365.0,-642.0,-67.0
-446.0,374.0,-454.0,-652.0,-637.0,117.0,-501.0,-42.0,-299.0,-50.0,-491.0,-377.0,-436.0,69.0,-614.0,310.0,-401.0,-463.0,-273.0,141.0,-243.0,-69.0,-322.0,-277.0,-310.0,351.0,-636.0,-71.0
-439.0,363.0,-455.0,-651.0,-630.0,115.0,-503.0,-43.0,-301.0,-54.0,-487.0,-379.0,-434.0,60.0,-602.0,304.0,-399.0,-468.0,-268.0,133.0,-240.0,-78.0,-327.0,-283.0,-304.0,339.0,-631.0,-80.0
-425.0,351.0,-452.0,-651.0,-623.0,111.0,-500.0,-47.0,-298.0,-62.0,-487.0,-379.0,-430.0,55.0,-593.0,298.0,-397.0,-477.0,-267.0,124.0,-241.0,-89.0,-331.0,-290.0,-297.0,326.0,-627.0,-76.0
-422.0,352.0,-455.0,-639.0,-614.0,115.0,-497.0,-48.0,-299.0,-54.0,-487.0,-371.0,-429.0,60.0,-588.0,297.0,-401.0,-480.0,-265.0,118.0,-242.0,-92.0,-331.0,-296.0,-290.0,320.0,-621.0,-71.0
-412.0,356.0,-460.0,-613.0,-604.0,125.0,-495.0,-30.0,-297.0,-40.0,-496.0,-352.0,-430.0,70.0,-575.0,313.0,-400.0,-484.0,-260.0,123.0,-242.0,-83.0,-326.0,-300.0,-284.0,323.0,-618.0,-55.0
-402.0,366.0,-475.0,-572.0,-596.0,143.0,-493.0,-20.0,-295.0,-25.0,-503.0,-326.0,-421.0,87.0,-568.0,323.0,-400.0,-485.0,-256.0,133.0,-241.0,-69.0,-331.0,-295.0,-274.0,334.0,-616.0,-35.0
-394.0,383.0,-480.0,-512.0,-589.0,163.0,-494.0,0.0,-295.0,-21.0,-510.0,-300.0,-414.0,102.0,-557.0,340.0,-407.0,-485.0,-250.0,147.0,-240.0,-56.0,-332.0,-289.0,-269.0,343.0,-616.0,-19.0
-383.0,392.0,-476.0,-480.0,-585.0,175.0,-495.0,14.0,-292.0,-4.0,-515.0,-274.0,-411.0,112.0,-550.0,352.0,-405.0,-490.0,-246.0,160.0,-237.0,-47.0,-337.0,-288.0,-264.0,355.0,-614.0,-6.0
-382.0,400.0,-478.0,-427.0,-580.0,189.0,-495.0,22.0,-295.0,4.0,-521.0,-237.0,-408.0,126.0,-548.0,361.0,-411.0,-490.0,-239.0,166.0,-233.0,-37.0,-344.0,-288.0,-260.0,366.0,-613.0,3.0
-377.0,403.0,-472.0,-460.0,-579.0,189.0,-495.0,26.0,-299.0,11.0,-525.0,-221.0,-406.0,126.0,-533.0,367.0,-413.0,-496.0,-237.0,171.0,-229.0,-33.0,-355.0,-284.0,-256.0,369.0,-610.0,13.0
-376.0,403.0,-443.0,-383.0,-574.0,191.0,-497.0,21.0,-299.0,10.0,-525.0,-207.0,-400.0,130.0,-538.0,365.0,-417.0,-506.0,-233.0,168.0,-228.0,-32.0,-362.0,-287.0,-252.0,369.0,-611.0,13.0
-372.0,392.0,-469.0,-359.0,-570.0,186.0,-495.0,22.0,-310.0,4.0,-524.0,-197.0,-402.0,120.0,-536.0,357.0,-418.0,-511.0,-231.0,164.0,-224.0,-35.0,-363.0,-295.0,-250.0,359.0,-606.0,8.0
-370.0,381.0,-470.0,-369.0,-570.0,179.0,-501.0,14.0,-309.0,-1.0,-521.0,-200.0,-403.0,112.0,-531.0,345.0,-421.0,-514.0,-232.0,155.0,-222.0,-46.0,-365.0,-292.0,-254.0,349.0,-602.0,2.0
-371.0,376.0,-464.0,-380.0,-565.0,169.0,-500.0,10.0,-314.0,-4.0,-510.0,-199.0,-405.0,110.0,-532.0,338.0,-425.0,-516.0,-231.0,151.0,-220.0,-49.0,-371.0,-296.0,-253.0,343.0,-598.0,-3.0
-372.0,368.0,-456.0,-394.0,-567.0,163.0,-504.0,-2.0,-316.0,-8.0,-504.0,-208.0,-407.0,102.0,-531.0,331.0,-423.0,-513.0,-236.0,147.0,-225.0,-52.0,-376.0,-296.0,-256.0,337.0,-599.0,-9.0
-373.0,361.0,-448.0,-406.0,-562.0,156.0,-500.0,-3.0,-318.0,-13.0,-497.0,-214.0,-413.0,101.0,-534.0,320.0,-425.0,-510.0,-236.0,139.0,-225.0,-57.0,-377.0,-299.0,-262.0,332.0,-592.0,-17.0
-381.0,355.0,-444.0,-409.0,-567.0,145.0,-502.0,-10.0,-319.0,-18.0,-495.0,-225.0,-412.0,91.0,-535.0,313.0,-429.0,-514.0,-240.0,136.0,-227.0,-56.0,-377.0,-298.0,-265.0,327.0,-592.0,-27.0
-389.0,347.0,-448.0,-413.0,-567.0,137.0,-503.0,-13.0,-325.0,-17.0,-492.0,-231.0,-416.0,87.0,-540.0,302.0,-425.0,-513.0,-248.0,137.0,-233.0,-56.0,-379.0,-293.0,-275.0,322.0,-592.0,-29.0
-404.0,343.0,-447.0,-417.0,-571.0,130.0,-503.0,-14.0,-323.0,-18.0,-490.0,-233.0,-416.0,86.0,-543.0,299.0,-425.0,-501.0,-254.0,139.0,-235.0,-51.0,-378.0,-293.0,-280.0,319.0,-591.0,-37.0
-408.0,345.0,-444.0,-422.0,-571.0,130.0,-502.0,-10.0,-322.0,-12.0,-491.0,-235.0,-420.0,87.0,-555.0,295.0,-417.0,-488.0,-260.0,145.0,-237.0,-47.0,-371.0,-284.0,-290.0,327.0,-588.0,-37.0
-418.0,349.0,-447.0,-427.0,-571.0,135.0,-504.0,2.0,-323.0,-3.0,-491.0,-243.0,-418.0,98.0,-562.0,302.0,-403.0,-469.0,-268.0,155.0,-243.0,-33.0,-362.0,-269.0,-301.0,332.0,-586.0,-29.0
-424.0,361.0,-449.0,-437.0,-578.0,145.0,-505.0,19.0,-323.0,13.0,-492.0,-244.0,-424.0,115.0,-566.0,309.0,-395.0,-439.0,-276.0,171.0,-248.0,-16.0,-350.0,-253.0,-310.0,345.0,-587.0,-13.0
-426.0,371.0,-446.0,-435.0,-581.0,158.0,-499.0,32.0,-320.0,23.0,-489.0,-239.0,-426.0,129.0,-569.0,320.0,-393.0,-396.0,-278.0,184.0,-251.0,1.0,-341.0,-237.0,-311.0,355.0,-588.0,-5.0
-427.0,385.0,-447.0,-441.0,-582.0,169.0,-498.0,48.0,-319.0,30.0,-491.0,-237.0,-427.0,142.0,-572.0,331.0,-389.0,-346.0,-282.0,193.0,-253.0,11.0,-335.0,-214.0,-317.0,367.0,-592.0,7.0
-434.0,393.0,-451.0,-441.0,-590.0,180.0,-496.0,52.0,-316.0,41.0,-486.0,-234.0,-428.0,146.0,-578.0,341.0,-384.0,-304.0,-285.0,203.0,-254.0,22.0,-326.0,-193.0,-320.0,377.0,-593.0,13.0
-436.0,397.0,-452.0,-441.0,-594.0,183.0,-496.0,58.0,-316.0,50.0,-484.0,-234.0,-430.0,148.0,-578.0,346.0,-381.0,-275.0,-286.0,214.0,-256.0,28.0,-329.0,-168.0,-326.0,385.0,-598.0,23.0
-442.0,398.0,-447.0,-443.0,-595.0,183.0,-486.0,64.0,-317.0,54.0,-481.0,-230.0,-430.0,150.0,-585.0,350.0,-381.0,-263.0,-289.0,209.0,-259.0,29.0,-330.0,-156.0,-331.0,384.0,-603.0,22.0
-439.0,390.0,-448.0,-445.0,-592.0,181.0,-485.0,59.0,-314.0,52.0,-476.0,-229.0,-427.0,148.0,-579.0,345.0,-382.0,-259.0,-290.0,205.0,-262.0,26.0,-332.0,-148.0,-330.0,379.0,-602.0,20.0
