neck_x,neck_y,left_foot_x,left_foot_y,left_elbow_x,left_elbow_y,left_hip_x,left_hip_y,right_hip_x,right_hip_y,left_knee_x,left_knee_y,waist_x,waist_y,left_shoulder_x,left_shoulder_y,right_foot_x,right_foot_y,right_elbow_x,right_elbow_y,right_hand_x,right_hand_y,right_knee_x,right_knee_y,right_shoulder_x,right_shoulder_y,left_hand_x,left_hand_y
557.5024062,751.8286948,422.778068,-100.1040212,383.4385424,443.7722531,452.8357443,358.4257337,599.9579532,358.1898673,453.2459636,118.2573933,525.2900662,399.2959089,403.6398534,668.7364881,523.5040906,-193.2290359,675.4688729,423.198336,679.1123939,279.2305453,,,683.8361199,643.695477,355.0282736,300.5491522
562.8903715,742.0322756,433.3778171,-89.68071472,394.1166525,452.1970953,453.7174351,361.4626106,595.7259419,364.0285384,453.5791281,135.2835203,525.2900662,399.2959089,413.6321749,669.1282926,523.5432711,-194.2282681,677.2322545,429.2720898,674.5669389,293.0630737,,,683.8361199,643.695477,357.7125264,308.6605508
562.8903715,742.0322756,436.1404309,-83.56778045,406.2249796,449.6695642,453.5215328,366.4587713,595.7259419,364.0285384,458.1834843,145.4717441,524.1341123,403.2536571,418.745877,666.3264984,523.5432711,-194.2282681,676.1546615,431.2313737,670.021484,306.895602,,,683.8361199,643.695477,364.6287906,310.9332782
561.2053508,733.9600575,438.7071423,-72.45868543,408.1842635,450.7471573,457.5968223,364.6170288,594.8050706,361.9908937,460.8677371,153.5831426,524.1341123,403.2536571,419.0201402,659.3318734,521.4272654,-191.3089326,672.1969133,430.0754197,660.7541314,313.5376029,,,682.9544291,640.6586001,372.5442869,313.2451862
556.4050923,728.7679945,445.2707824,-61.19286859,408.1842635,450.7471573,453.2864501,372.4541642,588.6921364,364.7535074,456.909989,152.4271887,525.094164,404.2920697,419.1376815,656.3341769,521.4272654,-191.3089326,665.2022883,429.8011566,653.7986868,312.2641076,,,674.2356029,633.311351,371.7801375,307.2106128
549.7630914,719.5006419,447.759133,-48.08530927,403.4231854,444.5558621,447.5261399,366.2236886,581.6583309,365.4784764,455.9107568,152.3880082,516.0618942,404.9386778,413.7299954,641.1106119,519.1153575,-183.3934362,655.2491472,428.4101199,643.8063653,311.8723031,,,664.4000032,628.9226178,371.7801375,307.2106128
539.0458009,712.0750319,451.9127834,-51.92551606,399.5046177,442.400676,440.2180712,373.9432826,573.6644737,365.1650328,451.639565,159.2259115,510.0665013,404.703595,402.934344,635.6834662,523.7197137,-173.2052125,643.2583614,427.9399544,640.7694884,312.7539939,,,654.4076817,628.5308133,365.9414664,302.9786015
524.2140404,707.4903965,451.5209789,-41.93319455,393.352503,446.1625219,432.9883634,379.6644124,561.516966,368.6917959,445.2131871,169.9823824,497.6447305,415.2249833,399.0157763,633.5282801,528.8531366,-150.9870224,634.9510605,435.620368,635.890869,309.5603952,,,639.4191994,627.9431065,359.7109907,308.7389117
514.0649971,711.0955206,451.3250766,-36.93703379,382.1650471,450.7276977,427.678759,387.4623673,553.2880261,374.3737452,440.8636345,178.81875,490.5717445,416.9491844,388.8275525,638.1326363,534.5156263,-116.7388661,626.6437597,443.3007816,636.5374771,318.592665,,,623.3531241,629.3146836,349.2093233,321.3371251
504.1902169,707.7060196,451.2858961,-35.93780164,376.9338036,456.5271883,422.4083351,394.2610901,543.0606219,379.9773336,434.5547979,186.5775245,483.3812172,421.671082,380.7945149,638.8184248,536.8277954,-73.6151618,617.2588658,452.9404791,629.2685889,325.3130269,,,615.1633646,633.9974007,342.9396673,328.0966674
